vehicle_id,zone,vehicle_type,battery_capacity_kWh,registration_date
EV-01886,Indiranagar,2W,3.7,2024-10-26
EV-01887,Indiranagar,2W,3.6,2024-10-28
EV-01888,Indiranagar,2W,2.8,2024-05-26
EV-01889,Indiranagar,4W,30.7,2024-02-19
EV-01890,Indiranagar,3W,7.1,2025-01-08
EV-01891,Indiranagar,4W,43.3,2024-12-03
EV-01892,Indiranagar,4W,61.7,2024-09-03
EV-01893,Indiranagar,2W,2.0,2025-02-12
EV-01894,Indiranagar,4W,39.9,2024-09-02
EV-01895,Indiranagar,2W,2.1,2024-05-14
EV-01896,Indiranagar,2W,1.7,2024-09-10
EV-01897,Indiranagar,4W,66.3,2024-03-15
EV-01898,Indiranagar,4W,59.9,2025-03-03
EV-01899,Indiranagar,4W,37.1,2024-10-28
EV-01900,Indiranagar,4W,49.1,2023-12-10
EV-01901,Indiranagar,3W,5.1,2023-10-24
EV-01902,Indiranagar,4W,32.4,2024-09-04
EV-01903,Indiranagar,4W,41.5,2025-02-14
EV-01904,Indiranagar,2W,2.1,2025-03-17
EV-01905,Indiranagar,4W,51.9,2024-08-30
EV-01906,Indiranagar,3W,8.4,2025-03-13
EV-01907,Indiranagar,2W,3.2,2024-09-22
EV-01908,Indiranagar,2W,3.0,2024-07-14
EV-01909,Indiranagar,3W,6.9,2024-07-26
EV-01910,Indiranagar,2W,2.0,2024-08-04
EV-01911,Indiranagar,4W,47.4,2024-08-04
EV-01912,Indiranagar,3W,6.4,2023-06-16
EV-01913,Indiranagar,3W,8.0,2024-10-24
EV-01914,Indiranagar,4W,33.7,2025-02-21
EV-01915,Indiranagar,4W,72.3,2024-12-11
EV-01916,Indiranagar,4W,55.9,2024-12-18
EV-01917,Indiranagar,3W,8.6,2024-12-09
EV-01918,Indiranagar,4W,48.2,2024-04-05
EV-01919,Indiranagar,2W,3.2,2025-03-08
EV-01920,Indiranagar,3W,6.5,2025-02-11
EV-01921,Indiranagar,4W,60.1,2024-01-28
EV-01922,Indiranagar,4W,44.5,2024-11-30
EV-01923,Indiranagar,4W,43.2,2024-07-08
EV-01924,Indiranagar,4W,47.9,2024-09-03
EV-01925,Indiranagar,2W,3.2,2025-01-08
EV-01926,Indiranagar,4W,62.5,2024-08-13
EV-01927,Indiranagar,2W,2.7,2025-01-03
EV-01928,Indiranagar,4W,38.1,2023-10-17
EV-01929,Indiranagar,2W,3.2,2024-12-21
EV-01930,Indiranagar,2W,2.9,2024-12-09
EV-01931,Indiranagar,4W,55.6,2024-07-12
EV-01932,Indiranagar,2W,2.1,2025-03-08
EV-01933,Indiranagar,4W,60.0,2025-01-17
EV-01934,Indiranagar,2W,1.7,2024-09-11
EV-01935,Indiranagar,2W,1.9,2025-03-24
EV-01936,Indiranagar,4W,39.6,2024-09-11
EV-01937,Indiranagar,4W,64.3,2025-03-07
EV-01938,Indiranagar,2W,3.3,2024-08-09
EV-01939,Indiranagar,2W,1.9,2025-02-17
EV-01940,Indiranagar,4W,36.1,2024-07-20
EV-01941,Indiranagar,4W,50.5,2024-06-23
EV-01942,Indiranagar,4W,48.6,2024-12-15
EV-01943,Indiranagar,2W,2.9,2024-03-22
EV-01944,Indiranagar,4W,40.7,2025-02-07
EV-01945,Indiranagar,3W,6.5,2025-01-09
EV-01946,Indiranagar,3W,5.7,2025-01-09
EV-01947,Indiranagar,2W,2.5,2024-01-03
EV-01948,Indiranagar,2W,2.2,2024-11-29
EV-01949,Indiranagar,2W,2.2,2024-07-19
EV-01950,Indiranagar,4W,53.7,2025-01-18
EV-01951,Indiranagar,3W,6.1,2024-08-26
EV-01952,Indiranagar,3W,8.9,2025-01-17
EV-01953,Indiranagar,4W,69.7,2024-12-21
EV-01954,Indiranagar,4W,60.0,2025-03-26
EV-01955,Indiranagar,3W,7.4,2025-01-13
EV-01956,Indiranagar,4W,53.3,2025-01-08
EV-01957,Indiranagar,4W,30.5,2024-12-28
EV-01958,Indiranagar,4W,56.8,2024-05-23
EV-01959,Indiranagar,3W,9.8,2024-12-27
EV-01960,Indiranagar,2W,2.8,2024-12-17
EV-01961,Indiranagar,2W,2.4,2023-07-18
EV-01962,Indiranagar,3W,9.1,2025-05-06
EV-01963,Indiranagar,3W,5.3,2024-10-18
EV-01964,Indiranagar,2W,3.4,2024-11-17
EV-01965,Indiranagar,4W,33.8,2024-04-20
EV-01966,Indiranagar,2W,3.3,2025-01-10
EV-01967,Indiranagar,2W,3.3,2025-03-30
EV-01968,Indiranagar,4W,44.5,2024-05-15
EV-01969,Indiranagar,2W,3.8,2024-06-15
EV-01970,Indiranagar,3W,5.1,2024-12-06
EV-01971,Indiranagar,2W,3.9,2024-08-06
EV-01972,Indiranagar,4W,30.8,2024-12-04
EV-01973,Indiranagar,4W,73.5,2024-10-30
EV-01974,Indiranagar,4W,38.1,2024-10-26
EV-01975,Indiranagar,2W,3.9,2024-06-16
EV-01976,Indiranagar,3W,5.0,2024-11-01
EV-01977,Indiranagar,2W,1.7,2024-09-05
EV-01978,Indiranagar,4W,67.2,2025-04-04
EV-01979,Indiranagar,3W,9.9,2025-01-28
EV-01980,Indiranagar,3W,5.2,2024-05-10
EV-01981,Indiranagar,2W,2.0,2024-10-03
EV-01982,Indiranagar,3W,9.6,2025-04-26
EV-01983,Indiranagar,3W,9.8,2024-12-19
EV-01984,Indiranagar,4W,42.3,2024-10-19
EV-01985,Indiranagar,2W,2.4,2024-08-20
EV-01986,Indiranagar,2W,1.9,2024-01-25
EV-01987,Indiranagar,2W,2.0,2025-05-08
EV-01988,Indiranagar,4W,73.6,2024-04-23
EV-01989,Indiranagar,2W,3.0,2025-04-09
EV-01990,Indiranagar,2W,3.1,2025-04-28
EV-01991,Indiranagar,2W,1.9,2024-11-06
EV-01992,Indiranagar,2W,3.0,2024-04-27
EV-01993,Indiranagar,4W,72.5,2025-01-06
EV-01994,Indiranagar,2W,1.5,2024-06-10
EV-01995,Indiranagar,2W,2.8,2024-08-09
EV-01996,Indiranagar,2W,2.5,2025-01-15
EV-01997,Indiranagar,2W,2.5,2024-09-24
EV-01998,Indiranagar,2W,2.2,2025-01-21
EV-01999,Indiranagar,4W,40.6,2024-09-17
EV-02000,Indiranagar,3W,7.8,2024-05-25
EV-02001,Indiranagar,2W,1.5,2024-12-13
EV-02002,Indiranagar,4W,58.3,2024-09-14
EV-02003,Indiranagar,2W,2.0,2024-10-10
EV-02004,Indiranagar,4W,67.8,2025-01-02
EV-02005,Indiranagar,4W,49.7,2025-01-19
EV-02006,Indiranagar,2W,1.6,2025-01-27
EV-02007,Indiranagar,4W,73.9,2024-08-16
EV-02008,Indiranagar,4W,62.7,2024-08-15
EV-02009,Indiranagar,3W,8.6,2024-08-28
EV-02010,Indiranagar,2W,1.7,2024-12-23
EV-02011,Indiranagar,4W,56.2,2024-03-18
EV-02012,Indiranagar,4W,62.0,2025-04-03
EV-02013,Indiranagar,4W,64.7,2024-03-27
EV-02014,Indiranagar,4W,69.6,2024-04-07
EV-02015,Indiranagar,2W,2.9,2024-10-31
EV-02016,Indiranagar,4W,45.7,2024-09-06
EV-02017,Indiranagar,4W,57.7,2024-11-24
EV-02018,Indiranagar,3W,6.5,2024-11-07
EV-02019,Indiranagar,2W,2.0,2025-02-28
EV-02020,Indiranagar,2W,2.9,2024-04-22
EV-02021,Indiranagar,2W,2.3,2024-08-02
EV-02022,Indiranagar,4W,48.8,2025-01-11
EV-02023,Indiranagar,2W,3.6,2024-09-23
EV-02024,Indiranagar,2W,2.8,2025-02-28
EV-02025,Indiranagar,2W,3.7,2025-01-11
EV-02026,Indiranagar,2W,2.4,2023-12-08
EV-02027,Indiranagar,4W,51.4,2025-01-11
EV-02028,Indiranagar,3W,7.8,2024-06-24
EV-02029,Indiranagar,4W,49.4,2025-04-07
EV-02030,Indiranagar,4W,37.8,2024-09-27
EV-02031,Indiranagar,2W,1.9,2025-04-23
EV-02032,Indiranagar,4W,59.6,2024-04-25
EV-02033,Indiranagar,4W,69.7,2024-07-15
EV-02034,Indiranagar,2W,1.9,2024-12-16
EV-02035,Indiranagar,4W,64.0,2024-10-15
EV-02036,Indiranagar,2W,3.4,2024-11-04
EV-02037,Indiranagar,2W,2.8,2024-07-31
EV-02038,Indiranagar,4W,49.6,2024-01-29
EV-02039,Indiranagar,2W,3.7,2023-09-20
EV-02040,Indiranagar,4W,56.8,2024-04-05
EV-02041,Indiranagar,4W,42.6,2024-02-05
EV-02042,Indiranagar,3W,9.2,2024-07-01
EV-02043,Indiranagar,2W,2.3,2024-12-08
EV-02044,Indiranagar,2W,3.7,2025-01-28
EV-02045,Indiranagar,3W,8.4,2024-07-07
EV-02046,Indiranagar,2W,2.6,2025-03-18
EV-02047,Indiranagar,2W,3.3,2024-03-05
EV-02048,Indiranagar,2W,3.8,2024-05-03
EV-02049,Indiranagar,3W,9.7,2024-09-06
EV-02050,Indiranagar,3W,9.6,2024-11-29
EV-02051,Indiranagar,2W,3.6,2024-06-03
EV-02052,Indiranagar,3W,5.4,2024-12-23
EV-02053,Indiranagar,3W,6.3,2024-03-10
EV-02054,Indiranagar,3W,9.4,2024-03-16
EV-02055,Indiranagar,4W,34.6,2023-11-27
EV-02056,Indiranagar,4W,48.0,2024-05-13
EV-02057,Indiranagar,2W,2.4,2024-10-21
EV-02058,Indiranagar,2W,2.6,2024-11-27
EV-02059,Indiranagar,2W,2.7,2024-10-14
EV-02060,Indiranagar,2W,3.4,2024-07-25
EV-02061,Indiranagar,3W,7.1,2025-04-08
EV-02062,Indiranagar,2W,2.0,2024-02-10
EV-02063,Indiranagar,2W,3.2,2024-07-24
EV-02064,Indiranagar,2W,1.8,2024-02-27
EV-02065,Indiranagar,2W,1.6,2025-04-18
EV-02066,Indiranagar,3W,7.0,2024-12-24
EV-02067,Indiranagar,2W,1.8,2024-05-17
EV-02068,Indiranagar,4W,50.2,2024-06-16
EV-02069,Indiranagar,4W,55.1,2024-09-10
EV-02070,Indiranagar,3W,8.4,2025-03-22
EV-02071,Indiranagar,3W,9.9,2024-11-28
EV-02072,Indiranagar,4W,41.2,2024-06-12
EV-02073,Indiranagar,2W,2.2,2024-10-06
EV-02074,Indiranagar,2W,3.7,2024-12-15
EV-02075,Indiranagar,2W,2.9,2024-07-25
EV-02076,Indiranagar,2W,3.4,2024-11-15
EV-02077,Indiranagar,2W,2.1,2024-09-19
EV-02078,Indiranagar,3W,7.4,2024-03-26
EV-02079,Indiranagar,4W,48.6,2024-07-19
EV-02080,Indiranagar,2W,2.9,2024-07-13
EV-02081,Indiranagar,4W,40.0,2024-09-30
EV-02082,Indiranagar,2W,3.9,2024-10-27
EV-02083,Indiranagar,4W,37.4,2024-06-16
EV-02084,Indiranagar,4W,34.3,2024-08-25
EV-02085,Indiranagar,2W,2.1,2024-08-08
EV-02086,Indiranagar,4W,38.3,2025-03-10
EV-02087,Indiranagar,4W,65.6,2024-12-05
EV-02088,Indiranagar,2W,2.9,2025-02-17
EV-02089,Indiranagar,4W,48.2,2024-09-16
EV-02090,Indiranagar,2W,2.4,2024-03-01
EV-02091,Indiranagar,2W,3.4,2024-11-15
EV-02092,Indiranagar,4W,69.4,2025-01-27
EV-02093,Indiranagar,4W,70.3,2024-08-06
EV-02094,Indiranagar,2W,2.5,2024-05-25
EV-02095,Indiranagar,2W,2.3,2024-07-10
EV-02096,Indiranagar,3W,8.3,2024-06-05
EV-02097,Indiranagar,2W,3.0,2024-11-13
EV-02098,Indiranagar,3W,7.0,2025-01-17
EV-02099,Indiranagar,4W,50.9,2025-03-15
EV-02100,Indiranagar,2W,2.6,2025-01-29
EV-02101,Indiranagar,2W,1.8,2024-04-21
EV-02102,Indiranagar,4W,53.6,2024-08-29
EV-02103,Indiranagar,4W,62.6,2025-01-11
EV-02104,Indiranagar,3W,8.9,2024-09-07
EV-02105,Indiranagar,2W,2.8,2024-09-28
EV-02106,Indiranagar,3W,8.3,2024-10-17
EV-02107,Indiranagar,2W,2.0,2024-12-13
EV-02108,Indiranagar,4W,54.9,2024-04-29
EV-02109,Indiranagar,2W,2.1,2024-11-25
EV-02110,Indiranagar,2W,3.8,2024-07-14
EV-02111,Indiranagar,2W,3.0,2024-11-28
EV-02112,Indiranagar,4W,71.6,2024-09-16
EV-02113,Indiranagar,2W,1.6,2024-12-25
EV-02114,Indiranagar,4W,33.2,2023-12-27
EV-02115,Indiranagar,4W,49.3,2024-06-30
EV-02116,Indiranagar,2W,2.1,2025-01-04
EV-02117,Indiranagar,4W,74.9,2025-01-06
EV-02118,Indiranagar,2W,2.2,2025-02-16
EV-02119,Indiranagar,4W,64.3,2024-06-30
EV-02120,Indiranagar,4W,65.5,2024-12-22
EV-02121,Indiranagar,2W,1.8,2024-02-26
EV-02122,Indiranagar,2W,1.5,2025-02-14
EV-02123,Indiranagar,2W,3.7,2025-01-11
EV-02124,Indiranagar,4W,33.3,2024-05-30
EV-02125,Indiranagar,4W,47.5,2024-02-17
EV-02126,Indiranagar,4W,41.4,2024-07-26
EV-02127,Indiranagar,2W,3.9,2024-11-28
EV-02128,Indiranagar,2W,3.0,2024-10-05
EV-02129,Indiranagar,2W,2.9,2024-09-28
EV-02130,Indiranagar,2W,1.6,2025-03-15
EV-02131,Indiranagar,2W,1.7,2024-05-17
EV-02132,Indiranagar,3W,6.1,2024-07-17
EV-02133,Indiranagar,4W,64.7,2023-10-08
EV-02134,Indiranagar,4W,73.4,2024-01-11
EV-02135,Indiranagar,2W,2.4,2024-08-23
EV-02136,Indiranagar,2W,2.3,2025-03-01
EV-02137,Indiranagar,2W,2.0,2024-10-17
EV-02138,Indiranagar,3W,9.8,2024-07-15
EV-02139,Indiranagar,4W,55.3,2024-12-05
EV-02140,Indiranagar,4W,43.1,2024-06-23
EV-02141,Indiranagar,2W,3.5,2024-07-07
EV-02142,Indiranagar,3W,6.4,2024-03-13
EV-02143,Indiranagar,2W,3.2,2024-06-30
EV-02144,Indiranagar,4W,61.1,2023-11-25
EV-02145,Indiranagar,2W,2.6,2024-02-18
EV-02146,Indiranagar,2W,3.2,2024-09-06
EV-02147,Indiranagar,3W,7.6,2024-11-15
EV-02148,Indiranagar,2W,3.1,2024-01-24
EV-02149,Indiranagar,4W,69.6,2024-10-27
EV-02150,Indiranagar,3W,6.6,2024-08-06
EV-02151,Indiranagar,2W,3.2,2025-03-14
EV-02152,Indiranagar,2W,1.7,2025-04-03
EV-02153,Indiranagar,2W,2.6,2024-09-06
EV-02154,Indiranagar,2W,2.7,2025-04-03
EV-02155,Indiranagar,3W,7.3,2025-01-29
EV-02156,Indiranagar,4W,50.6,2024-09-18
EV-02157,Indiranagar,2W,1.7,2024-11-25
EV-02158,Indiranagar,4W,49.9,2025-05-11
EV-02159,Indiranagar,2W,1.5,2024-04-26
EV-02160,Indiranagar,4W,71.8,2024-12-19
EV-02161,Indiranagar,2W,3.5,2024-08-30
EV-02162,Indiranagar,2W,1.6,2024-09-01
EV-02163,Indiranagar,4W,43.4,2025-01-05
EV-02164,Indiranagar,4W,62.8,2024-10-22
EV-02165,Indiranagar,2W,1.9,2024-05-25
EV-02166,Indiranagar,3W,9.0,2025-01-08
EV-02167,Indiranagar,4W,50.2,2024-04-10
EV-02168,Indiranagar,2W,2.0,2024-08-29
EV-02169,Indiranagar,2W,2.8,2024-08-07
EV-02170,Indiranagar,2W,2.7,2025-01-22
EV-02171,Indiranagar,2W,2.1,2024-09-23
EV-02172,Indiranagar,4W,35.7,2024-05-23
EV-02173,Indiranagar,4W,48.5,2023-11-24
EV-02174,Indiranagar,2W,1.8,2024-12-24
EV-02175,Indiranagar,3W,6.6,2024-09-16
EV-02176,Indiranagar,2W,1.8,2025-01-09
EV-02177,Indiranagar,2W,4.0,2025-04-04
EV-02178,Indiranagar,3W,9.9,2024-09-19
EV-02179,Indiranagar,3W,9.6,2024-08-20
EV-02180,Indiranagar,2W,3.8,2024-03-17
EV-02181,Indiranagar,4W,66.7,2024-08-05
EV-02182,Indiranagar,4W,33.9,2025-02-27
EV-02183,Indiranagar,4W,32.3,2024-09-08
EV-02184,Indiranagar,3W,5.1,2024-08-17
EV-02185,Indiranagar,3W,9.0,2025-03-28
EV-02186,Indiranagar,4W,57.9,2024-11-19
EV-02187,Indiranagar,2W,3.4,2025-01-30
EV-02188,Indiranagar,2W,3.6,2024-12-21
EV-02189,Indiranagar,4W,45.3,2024-08-15
EV-02190,Indiranagar,2W,2.5,2024-12-16
EV-02191,Indiranagar,4W,37.6,2024-08-06
EV-02192,Indiranagar,2W,1.8,2024-08-25
EV-02193,Indiranagar,2W,1.6,2024-06-25
EV-02194,Indiranagar,4W,74.7,2024-05-07
EV-02195,Indiranagar,3W,5.1,2024-12-28
EV-02196,Indiranagar,4W,39.4,2025-01-28
EV-02197,Indiranagar,2W,3.3,2024-06-26
EV-02198,Indiranagar,3W,8.7,2024-03-27
EV-02199,Indiranagar,3W,9.4,2025-01-10
EV-02200,Indiranagar,4W,34.7,2024-03-18
EV-02201,Indiranagar,3W,9.8,2024-11-09
EV-02202,Indiranagar,2W,2.5,2024-08-09
EV-02203,Indiranagar,4W,32.7,2024-02-27
EV-02204,Indiranagar,2W,3.7,2024-10-28
EV-02205,Indiranagar,2W,2.5,2025-05-10
EV-02206,Indiranagar,4W,43.8,2024-09-10
EV-02207,Indiranagar,2W,2.7,2024-07-14
EV-02208,Indiranagar,2W,2.7,2024-06-01
EV-02209,Indiranagar,4W,64.7,2025-01-10
EV-02210,Indiranagar,2W,4.0,2024-08-25
EV-02211,Indiranagar,2W,2.7,2024-10-27
EV-02212,Indiranagar,2W,3.0,2024-05-26
EV-02213,Indiranagar,4W,72.1,2024-10-23
EV-02214,Indiranagar,4W,68.4,2024-10-29
EV-02215,Indiranagar,2W,3.6,2024-08-09
EV-02216,Indiranagar,2W,2.5,2025-01-15
EV-02217,Indiranagar,2W,3.7,2023-05-25
EV-02218,Indiranagar,4W,35.4,2024-10-05
EV-02219,Indiranagar,4W,38.3,2024-08-18
EV-02220,Indiranagar,3W,8.8,2024-11-02
EV-02221,Indiranagar,4W,57.7,2024-12-13
EV-02222,Indiranagar,2W,3.2,2024-04-18
EV-02223,Indiranagar,2W,4.0,2024-09-26
EV-02224,Indiranagar,2W,2.8,2024-05-25
EV-02225,Indiranagar,3W,9.4,2024-08-26
EV-02226,Indiranagar,2W,3.4,2024-05-05
EV-02227,Indiranagar,4W,35.0,2025-01-14
EV-02228,Indiranagar,4W,46.7,2025-01-03
EV-02229,Indiranagar,2W,2.3,2024-08-30
EV-02230,Indiranagar,4W,30.5,2023-10-19
EV-02231,Indiranagar,2W,2.5,2023-06-13
EV-02232,Indiranagar,2W,3.8,2024-06-14
EV-02233,Indiranagar,2W,2.4,2025-03-12
EV-02234,Indiranagar,4W,73.6,2024-01-12
EV-02235,Indiranagar,2W,1.7,2025-01-12
EV-02236,Indiranagar,3W,9.0,2024-05-26
EV-02237,Indiranagar,3W,5.5,2024-12-26
EV-02238,Indiranagar,3W,7.2,2025-03-26
EV-02239,Indiranagar,2W,2.9,2024-08-19
EV-02240,Indiranagar,2W,2.6,2025-02-02
EV-02241,Indiranagar,4W,41.9,2025-05-29
EV-02242,Indiranagar,4W,69.6,2025-01-16
EV-02243,Indiranagar,3W,5.4,2024-04-04
EV-02244,Indiranagar,4W,39.5,2024-11-05
EV-02245,Indiranagar,4W,73.4,2024-12-31
EV-02246,Indiranagar,4W,60.2,2025-01-08
EV-02247,Indiranagar,2W,3.0,2025-01-03
EV-02248,Indiranagar,3W,6.7,2024-11-03
EV-02249,Indiranagar,2W,2.8,2025-03-18
EV-02250,Indiranagar,3W,9.1,2024-06-08
EV-02251,Indiranagar,4W,37.9,2023-12-21
EV-02252,Indiranagar,3W,9.0,2024-11-22
EV-02253,Indiranagar,4W,63.7,2024-07-03
EV-02254,Indiranagar,4W,56.5,2024-12-03
EV-02255,Indiranagar,4W,62.9,2025-03-13
EV-02256,Indiranagar,2W,2.0,2024-07-06
EV-02257,Indiranagar,4W,31.0,2024-12-06
EV-02258,Indiranagar,3W,7.1,2024-05-13
EV-02259,Indiranagar,4W,60.8,2024-07-01
EV-02260,Indiranagar,2W,1.8,2024-11-25
EV-02261,Indiranagar,3W,5.2,2024-08-17
EV-02262,Indiranagar,4W,47.6,2025-03-20
EV-02263,Indiranagar,3W,8.7,2024-05-07
EV-02264,Indiranagar,2W,3.8,2024-06-05
EV-02265,Indiranagar,3W,7.8,2025-03-06
EV-02266,Indiranagar,4W,51.8,2024-07-08
EV-02267,Indiranagar,4W,32.2,2024-08-25
EV-02268,Indiranagar,2W,3.5,2025-02-21
EV-02269,Indiranagar,4W,57.4,2024-11-08
EV-02270,Indiranagar,2W,2.5,2024-03-16
EV-02271,Electronic City,4W,75.0,2024-12-13
EV-02272,Electronic City,3W,7.7,2025-02-01
EV-02273,Electronic City,2W,4.0,2024-05-19
EV-02274,Electronic City,4W,60.0,2024-03-31
EV-02275,Electronic City,2W,3.4,2024-03-14
EV-02276,Electronic City,4W,55.3,2024-04-27
EV-02277,Electronic City,3W,7.5,2024-12-27
EV-02278,Electronic City,4W,53.0,2024-10-13
EV-02279,Electronic City,4W,33.8,2025-03-15
EV-02280,Electronic City,2W,3.1,2025-04-11
EV-02281,Electronic City,3W,9.3,2024-07-07
EV-02282,Electronic City,4W,62.3,2024-09-24
EV-02283,Electronic City,3W,9.4,2025-04-09
EV-02284,Electronic City,4W,40.6,2024-10-22
EV-02285,Electronic City,4W,31.3,2024-10-27
EV-02286,Electronic City,3W,5.2,2024-09-16
EV-02287,Electronic City,3W,6.9,2024-12-16
EV-02288,Electronic City,2W,3.0,2024-12-23
EV-02289,Electronic City,2W,3.0,2025-03-21
EV-02290,Electronic City,2W,2.7,2025-04-21
EV-02291,Electronic City,4W,33.1,2025-01-17
EV-02292,Electronic City,4W,70.7,2024-10-22
EV-02293,Electronic City,4W,32.6,2024-11-09
EV-02294,Electronic City,4W,38.6,2024-08-19
EV-02295,Electronic City,2W,2.2,2024-12-16
EV-02296,Electronic City,2W,3.5,2025-02-15
EV-02297,Electronic City,2W,3.3,2024-11-22
EV-02298,Electronic City,4W,41.6,2024-12-26
EV-02299,Electronic City,3W,6.5,2025-05-25
EV-02300,Electronic City,2W,3.4,2024-08-21
EV-02301,Electronic City,2W,2.8,2024-10-13
EV-02302,Electronic City,4W,49.1,2024-04-17
EV-02303,Electronic City,2W,2.2,2025-02-25
EV-02304,Electronic City,4W,39.1,2025-03-26
EV-02305,Electronic City,2W,2.7,2024-03-05
EV-02306,Electronic City,2W,3.8,2024-12-23
EV-02307,Electronic City,2W,2.1,2024-01-19
EV-02308,Electronic City,4W,38.4,2025-01-30
EV-02309,Electronic City,3W,6.9,2024-05-19
EV-02310,Electronic City,3W,7.4,2024-09-16
EV-02311,Electronic City,2W,3.5,2024-12-04
EV-02312,Electronic City,4W,58.9,2024-11-04
EV-02313,Electronic City,4W,60.1,2024-04-02
EV-02314,Electronic City,2W,2.0,2023-11-30
EV-02315,Electronic City,4W,46.3,2024-10-01
EV-02316,Electronic City,4W,46.0,2024-12-16
EV-02317,Electronic City,4W,70.1,2024-04-10
EV-02318,Electronic City,2W,3.5,2024-11-20
EV-02319,Electronic City,4W,51.5,2024-09-05
EV-02320,Electronic City,4W,71.9,2024-07-26
EV-02321,Electronic City,4W,56.4,2024-09-15
EV-02322,Electronic City,2W,2.9,2025-03-03
EV-02323,Electronic City,2W,3.8,2024-05-15
EV-02324,Electronic City,2W,2.2,2025-01-16
EV-02325,Electronic City,2W,1.5,2024-08-13
EV-02326,Electronic City,2W,3.1,2024-09-17
EV-02327,Electronic City,2W,3.4,2024-07-23
EV-02328,Electronic City,4W,32.2,2025-01-06
EV-02329,Electronic City,2W,3.1,2025-02-11
EV-02330,Electronic City,4W,62.4,2025-01-07
EV-02331,Electronic City,2W,3.6,2024-10-26
EV-02332,Electronic City,3W,9.5,2024-08-07
EV-02333,Electronic City,4W,49.2,2024-03-13
EV-02334,Electronic City,4W,36.9,2024-12-27
EV-02335,Electronic City,4W,42.8,2024-12-26
EV-02336,Electronic City,4W,43.8,2024-08-03
EV-02337,Electronic City,3W,6.8,2024-01-03
EV-02338,Electronic City,4W,55.4,2025-01-12
EV-02339,Electronic City,4W,74.1,2024-05-23
EV-02340,Electronic City,4W,31.6,2024-10-28
EV-02341,Electronic City,3W,6.7,2025-04-18
EV-02342,Electronic City,3W,6.2,2024-11-03
EV-02343,Electronic City,4W,31.0,2024-12-13
EV-02344,Electronic City,2W,2.2,2024-11-02
EV-02345,Electronic City,4W,67.6,2025-01-12
EV-02346,Electronic City,4W,54.6,2025-03-25
EV-02347,Electronic City,4W,66.7,2023-12-23
EV-02348,Electronic City,3W,7.0,2024-03-17
EV-02349,Electronic City,2W,3.6,2024-10-15
EV-02350,Electronic City,4W,68.0,2025-02-25
EV-02351,Electronic City,2W,3.4,2024-10-14
EV-02352,Electronic City,2W,2.4,2023-10-12
EV-02353,Electronic City,2W,3.6,2025-02-21
EV-02354,Electronic City,3W,7.6,2024-07-07
EV-02355,Electronic City,2W,3.8,2024-01-15
EV-02356,Electronic City,2W,2.2,2024-09-29
EV-02357,Electronic City,2W,3.5,2025-04-23
EV-02358,Electronic City,2W,3.5,2025-03-30
EV-02359,Electronic City,2W,2.1,2025-05-01
EV-02360,Electronic City,4W,55.7,2024-11-27
EV-02361,Electronic City,3W,8.3,2024-09-18
EV-02362,Electronic City,2W,2.9,2024-10-07
EV-02363,Electronic City,2W,1.6,2024-09-24
EV-02364,Electronic City,2W,2.2,2025-02-14
EV-02365,Electronic City,3W,9.0,2024-12-12
EV-02366,Electronic City,4W,54.9,2024-04-23
EV-02367,Electronic City,4W,43.9,2024-11-12
EV-02368,Electronic City,4W,50.8,2025-01-08
EV-02369,Electronic City,2W,2.6,2024-08-02
EV-02370,Electronic City,2W,3.6,2024-01-18
EV-02371,Electronic City,2W,2.1,2025-03-25
EV-02372,Electronic City,2W,1.6,2024-05-27
EV-02373,Electronic City,2W,2.5,2024-04-23
EV-02374,Electronic City,2W,2.7,2025-04-07
EV-02375,Electronic City,2W,3.0,2024-11-18
EV-02376,Electronic City,4W,71.0,2024-08-10
EV-02377,Electronic City,2W,3.6,2025-04-22
EV-02378,Electronic City,2W,2.1,2024-08-30
EV-02379,Electronic City,2W,2.2,2025-02-23
EV-02380,Electronic City,3W,6.5,2024-05-21
EV-02381,Electronic City,2W,2.5,2025-01-05
EV-02382,Electronic City,4W,34.5,2024-05-09
EV-02383,Electronic City,2W,3.4,2025-03-21
EV-02384,Electronic City,2W,3.4,2024-10-18
EV-02385,Electronic City,2W,2.1,2024-04-14
EV-02386,Electronic City,4W,71.3,2025-05-09
EV-02387,Electronic City,2W,1.7,2025-01-15
EV-02388,Electronic City,2W,3.8,2024-07-11
EV-02389,Electronic City,2W,1.8,2024-04-02
EV-02390,Electronic City,2W,3.1,2024-04-10
EV-02391,Electronic City,2W,2.1,2024-09-17
EV-02392,Electronic City,4W,34.5,2024-05-09
EV-02393,Electronic City,2W,2.1,2025-03-30
EV-02394,Electronic City,3W,6.0,2024-09-21
EV-02395,Electronic City,4W,35.9,2024-06-28
EV-02396,Electronic City,3W,7.2,2024-11-06
EV-02397,Electronic City,2W,1.8,2025-02-06
EV-02398,Electronic City,4W,62.1,2024-08-01
EV-02399,Electronic City,2W,2.2,2024-03-18
EV-02400,Electronic City,2W,2.6,2024-11-19
EV-02401,Electronic City,3W,9.7,2024-06-20
EV-02402,Electronic City,2W,1.6,2024-11-29
EV-02403,Electronic City,2W,1.9,2024-04-14
EV-02404,Electronic City,3W,5.1,2024-10-23
EV-02405,Electronic City,2W,3.5,2024-06-25
EV-02406,Electronic City,2W,3.1,2024-09-05
EV-02407,Electronic City,2W,1.7,2024-10-24
